"","Review_No.","Brand","type_of_ramen","Style","Country","Stars"
"1647",1647,"No Name","Shrimp Flavour Oriental Noodles And Soup Mix","Cup","Canada",2.75
"1648",1648,"Wei Lih","Instant Noodles With Onion Flavour","Pack","Taiwan",4.25
"1649",1649,"Master Kong","Seafood Flavour Instant Cooking Noodles","Pack","China",4.25
"1650",1650,"Ottogi","Sesame Flavor Ramen Korean Style Instant Noodle","Pack","South Korea",4.25
"1651",1651,"Ruski","Chicken Flavour Instant Noodles","Pack","Malaysia",3.75
"1652",1652,"MyOri","Malaysia Penang White Curry Noodle Original","Pack","Malaysia",5
"1653",1653,"MyOri","Malaysia Penang Green Curry Rice Vermicelli","Pack","Malaysia",5
"1654",1654,"MyOri","Malaysia Penang White Curry Noodle Super Spicy","Pack","Malaysia",5
"1655",1655,"Baijia","Artificial Pickled Vegetable Beef Flavor","Pack","China",3
"1656",1656,"Mama","JokCup Instant Porridge Soup Seafood Flavour","Cup","Thailand",3.5
"1657",1657,"Shan","Shoop Instant Noodles Bombay Biryani Flavour","Pack","Pakistan",2.75
"1658",1658,"ChoripDong","Hurricane Rice Cake (Topokki)","Bowl","South Korea",5
"1659",1659,"United","Xi Gon Satay Onion Flavor","Pack","Vietnam",2.75
"1660",1660,"Sau Tao","Ho Fan Wonton Soup Flavored","Pack","Hong Kong",3
"1661",1661,"Chencun","Senior Food Rice Noodle Fragrant Peppery Beef","Cup","China",3.75
"1662",1662,"Mama","Non-Fried Instant Noodles Ramen Tonkotsu Flavor","Pack","Thailand",5
"1663",1663,"Vina Acecook","King Chef Authentic Kimchi Flavour","Pack","Vietnam",4
"1664",1664,"Mamee","Oriental Noodles Prawn Flavor","Pack","Malaysia",2
"1665",1665,"Paldo Vina","Koreno Premium Mushroom Flavor","Pack","Vietnam",1.5
"1666",1666,"Vifon","Curry Instant Noodle With Chicken","Cup","Vietnam",3
"1667",1667,"Deshome","Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor","Pack","Taiwan",5
"1668",1668,"Mama","Cup Rice Vermicelli With Clear Soup","Cup","Thailand",3.5
"1669",1669,"A-One","Mi Ly Instant Noodles Mi Chay Vegetarian Flavor","Cup","Vietnam",1.25
"1670",1670,"Tropicana Slim","Less Fat Noodles Grilled Chicken","Pack","Indonesia",3.75
"1671",1671,"Ah Lai","Penang Favourite White Curry Rice Vermicelli","Pack","Malaysia",5
"1672",1672,"Azami","Chili Seafood Flavor Noodle Soup","Cup","Canada",3.25
"1673",1673,"Lishan Food Manufacturing","Black Cock Brand Vegetarian Chicken Noodle","Pack","Taiwan",3.5
"1674",1674,"Emart","Dare You! Habanero Ramen (New Edition)","Cup","South Korea",3.5
"1675",1675,"Baixiang Noodles","Sauerkraut Flavor","Pack","China",4.5
"1676",1676,"A1","Emporer Herbs Chicken Noodle","Pack","Malaysia",4.25
"1677",1677,"Paldo","Raobokki Noodle (Export Version)","Pack","South Korea",5
"1678",1678,"Nongshim","Shin Black Spicy Po-Au-Feu Flavor (Mew Edition)","Pack","USA",5
"1679",1679,"Ten-In","Veggie World Vegetarian Braised Beef Instant Noodles","Bowl","Taiwan",3.5
"1680",1680,"Aroi","Curry Me! Penang White Curry Soup Noodle","Pack","Malaysia",4.5
"1681",1681,"Wugudaochang","Sea Tangle & Sparerins Flavor Noodles","Bowl","China",3.75
"1682",1682,"Wugudaochang","Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles","Pack","China",4
"1683",1683,"Wugudaochang","Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles","Pack","China",5
"1684",1684,"Wugudaochang","Sichuan Pepper & Chicken Flavor Noodle","Bowl","China",4.5
"1685",1685,"Wugudaochang","Chef's Grains Pea Noodle","Pack","China",4
"1686",1686,"Wugudaochang","Chef's Grains Buckwheat Noodle","Pack","China",3.5
"1687",1687,"Wugudaochang","Chef's Grains Millet Noodle","Pack","China",3.75
"1688",1688,"Wugudaochang","Sea Tangle & Sparerins Flavor Noodles","Bowl","China",3.75
"1689",1689,"Wugudaochang","Tomato Beef Brisket Flavor Purple Potato Noodle","Pack","China",5
"1690",1690,"Wugudaochang","Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles","Bowl","China",4
"1691",1691,"Mama","Instant Cup Noodles Minced Prok Flavor","Cup","Thailand",3.5
"1692",1692,"Mama","Oriental Style Instant Noodles Chicken Flavour","Pack","Bangladesh",3.25
"1693",1693,"Mama","Instant Noodles coconut Milk Flavour","Cup","Myanmar",5
"1694",1694,"Mama","Instant Rice Vermicelli Bihun Goreng Original Flavour","Pack","Thailand",4.75
"1695",1695,"Mama","Cup Shrimp Creamy Tom Yum","Cup","Thailand",5
"1696",1696,"Mama","Cup Yentafo Tom Yum Mohfai","Cup","Thailand",5
"1697",1697,"The Kitchen Food","Instant Kampua Dark Soy Sauce","Pack","Sarawak",5
"1698",1698,"Maruchan","Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables","Cup","USA",4
"1699",1699,"Vit's","Mi goreng Pedas Chewy & springy","Pack","Malaysia",3.5
"1700",1700,"A-Sha Dry Noodle","Hakka Flat Noodle With Za Jiang Sauce","Pack","Taiwan",4
"1701",1701,"Sakurai Foods","Organic Shoyu Ramen","Pack","Japan",4.25
"1702",1702,"Samyang Foods","Seafood Noodle","Cup","Japan",2.75
"1703",1703,"7 Select/Nissin","Super Tom Yum Shrimp","Cup","Thailand",3.5
"1704",1704,"Baixiang Noodles","Sour & Spicy Flavour","Pack","China",3.75
"1705",1705,"Premiere","Gold Bihun Kari Heritage Instant Rice Vermicelli","Pack","Malaysia",4.5
"1706",1706,"Maggi","Hot Cup Goreng Perencah Cili Fiesta","Cup","Malaysia",4.75
"1707",1707,"Azami","Hot & Spicy Flavour Noodle Soup","Bowl","Canada",3.5
"1708",1708,"The Kitchen Food","Sibu Instant Kampua Original","Pack","Sarawak",4
"1709",1709,"Asia Gold","Instant Noodles With Shrimp Flavouring","Pack","Hungary",4
"1710",1710,"Chering Chang","Instant Non-Fried Noodles Vegetable Curry Flavor","Pack","Taiwan",5
"1711",1711,"Hao Way","Vegetarian Penang Laksa","Pack","Malaysia",4
"1712",1712,"Sakurai Foods","Organic Miso Ramen","Pack","Japan",4.5
"1713",1713,"CarJEN","Otentiq Cheezy Mushroom Instant Noodles","Pack","Malaysia",5
"1714",1714,"Master Kong","Sichuan Hot Spicy Fish","Pack","China",3.75
"1715",1715,"Yum Yum","Instant Noodles Minced Pork Flavor","Pack","Thailand",3.75
"1716",1716,"Mama","Instant Noodles Egg Protein Noodles","Pack","Myanmar",3.5
"1717",1717,"Lee Fah Mee","Sarawak White Laksa Instant Noodle","Pack","Sarawak",4
"1718",1718,"Vina Acecook","Hao Hao Sate Onion Flavour","Cup","Vietnam",2.5
"1719",1719,"Wai Wai","Grilled Pork Flavour Instant Noodles","Bowl","Thailand",2.5
"1720",1720,"Mamee","Chef Lontong Flavour","Cup","Malaysia",5
"1721",1721,"Salam Mie","Mi Goreng Dengan Abon","Pack","Indonesia",4.25
"1722",1722,"CarJEN","Otentiq Cheezy Curry Instant Noodles","Pack","Malaysia",4.5
"1723",1723,"Baixiang Noodles","Artificial Beef Instant Noodles With Soup Base","Pack","China",3.75
"1724",1724,"Pirkka","Nuudeli Liha Nudlar Kott","Pack","Finland",3.5
"1725",1725,"A-Sha Dry Noodle","Veggie Noodle Black Sesame Noodle","Pack","Taiwan",3.25
"1726",1726,"Vina Acecook","Oh! Ricey Pho Ga","Bowl","Vietnam",3
"1727",1727,"Wei Lih","Jah Jan Men","Bowl","Taiwan",5
"1728",1728,"Yamadai","Tenobe Somen","Bowl","Japan",3.25
"1729",1729,"Vedan","Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour","Cup","Taiwan",2.75
"1730",1730,"Wu-Mu","BBQ Pork Flavor Chow Mein","Pack","Taiwan",4.5
"1731",1731,"Mama","Instant Noodles Creamy Shrimp Tom Yum Flavour","Pack","Cambodia",5
"1732",1732,"Super","Seafood Flavour Noodles","Cup","Malaysia",3.25
"1733",1733,"Bonasia","Instant Noodles Beef Flavour","Pack","Germany",3.75
"1734",1734,"Koka","Laksa Singapura","Pack","Singapore",4.25
"1735",1735,"Master Kong","Tomato Sauce Instant Noodle","Bowl","China",4
"1736",1736,"Mamee","Monster Snek Mi Pedas","Pack","Malaysia",5
"1737",1737,"Mi Sedaap","Instant Cup Mi Goreng","Cup","Indonesia",3.75
"1738",1738,"Little Cook","Instant Noodles Shrimp Tom Yum Flavour","Cup","Thailand",4.25
"1739",1739,"Nissin","Raoh Tanrei Koku Shio Ramen","Bowl","Japan",4.5
"1740",1740,"Master Kong","Braised Beef Noodle","Pack","China",4.25
"1741",1741,"Myojo","Udon Japanese Style Pre-Cooked Noodles With Soup Chicken Flavor","Bowl","USA",2.5
"1742",1742,"Aroi","Curry Me! Penang White Curry Stir-fry Noodle","Pack","Malaysia",4.5
"1743",1743,"Mama","Rangers Snack Noodles Shrimp Tom Yum Flavour","Pack","Myanmar",4.5
"1744",1744,"A-Sha Dry Noodle","Veggie Noodle Baby Grass Noodle With Toona Sauce","Pack","Taiwan",5
"1745",1745,"Unox","Good Noodles Kerrie","Pack","Netherlands",3.5
"1746",1746,"Marutai","Ramen Shoyu Taste","Bowl","Japan",4.25
"1747",1747,"Vit's","Curry Instant Noodles","Pack","Malaysia",3.5
"1748",1748,"Azami","Chili Chicken Flavour Noodle Soup","Cup","Canada",3
"1749",1749,"Yum Yum","Jumbo Instant Noodles Tom Yum Kung Creamy Flavour","Pack","Thailand",5
"1750",1750,"Mi Sedaap","Instant Cup Mi Kuah Rasa Soto","Cup","Indonesia",5
"1751",1751,"Mom's Dry Noodle","Spicy & Sour Flavor","Pack","Taiwan",5
"1752",1752,"Kuriki","Mayo Ramen","Pack","Japan",4.75
"1753",1753,"Thai Smile","Garlic Rice Noodle Soup Bowl","Bowl","USA",3.5
"1754",1754,"Paldo","King Bowl Super Spicy Pan Stirfried Noodle","Bowl","South Korea",5
"1755",1755,"Mama","Oriental Style Instant Noodles Hot & Spicy Flavour","Pack","Bangladesh",4
"1756",1756,"A-Sha Dry Noodle","Veggie Noodle Carrot Noodle With Original Sauce","Pack","Taiwan",4.25
"1757",1757,"iMee","Instant Noodles Beef Flavour","Pack","Netherlands",3.25
"1758",1758,"Vit's","Duck Instant Noodles","Pack","Malaysia",3.5
"1759",1759,"Nissin","Cup Noodles Moo Manao Flavour","Cup","Thailand",4
"1760",1760,"New Touch","Homestyle Tonjiru","Bowl","Japan",4.5
"1761",1761,"Authentically Asian","Natural Quality Foods Pad Thai Noodle Bowl","Bowl","USA",1
"1762",1762,"Mom's Dry Noodle","Sesame & Pepper","Pack","Taiwan",4
"1763",1763,"Ishimaru","Tuna Flavor Ramen","Pack","Japan",4.5
"1764",1764,"Pirkka","Nuudeli Tom Yum Katkarapu","Pack","Finland",3.75
"1765",1765,"Nissin","Cup Noodles Ramen Noodles With Shrimp (New Package) ","Cup","USA",3.5
"1766",1766,"Paldo","Bulnak Boeummyun King Noodle","Bowl","South Korea",3.5
"1767",1767,"Mama","Instant Noodles Shrimp Tom Yum Flavour","Pack","Cambodia",4
"1768",1768,"New Touch","Negi Miso No Ippin Ramen","Bowl","Japan",5
"1769",1769,"Mamee","Chef Lontong Flavour","Pack","Malaysia",5
"1770",1770,"JML","Spicy King Bowl Noodle Spicy Pork","Bowl","China",4.5
"1771",1771,"JML","Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour","Bowl","China",3.5
"1772",1772,"JML","Spicy King Spicy Beef","Pack","China",5
"1773",1773,"JML","Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour","Bowl","China",4
"1774",1774,"JML","Spicy King Spicy Pork","Pack","China",5
"1775",1775,"JML","Spicy King Bowl Noodle Spicy Beef","Bowl","China",4.25
"1776",1776,"JML","Spicy King Bowl Noodle Spicy Chicken","Bowl","China",5
"1777",1777,"JML","Supereme Bowl Noodles With Stewed Egg Spicy Flavour","Bowl","China",3.5
"1778",1778,"JML","Spicy King Spicy Chicken","Pack","China",5
"1779",1779,"Chering Chang","Instant Non-Fried Noodles Tomato Flavour","Pack","Taiwan",3.25
"1780",1780,"Pulmuone","Non-Fried Noodle Blackbean Sauce Noodle With Squid","Pack","South Korea",4.5
"1781",1781,"MyKuali","Penang Hokkien Prawn Soup Rice Vermicelli (Bihun)","Bowl","Malaysia",5
"1782",1782,"Western Family","Beef Flavour Instant Noodles","Pack","Canada",0
"1783",1783,"iMee","Instant Noodles Creamy Tom Yum Shrimp Flavour","Pack","Netherlands",4.5
"1784",1784,"Torishi","Hakata Tonkotsu Ramen","Pack","Japan",5
"1785",1785,"Super","Instant Noodles Black Pepper Crab Mi Goreng","Cup","Malaysia",3.5
"1786",1786,"Nissin","Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor","Tray","USA",4.25
"1787",1787,"Pama","Kua Teaw Segera","Pack","Malaysia",4
"1788",1788,"Super","Curry Flavour Noodles","Cup","Malaysia",3
"1789",1789,"Cintan","Mi Segera Mmm... Perisa Ayam Cendawan","Pack","Malaysia",3.5
"1790",1790,"Super","Kimchi","Cup","Malaysia",4.5
"1791",1791,"Vit's","Tom Yam Instant Noodles","Pack","Malaysia",4.25
"1792",1792,"A1","Soup Spices Noodle Mee Rempahan Sup","Pack","Malaysia",3.5
"1793",1793,"Cintan","Mi Segera Mmm... Perisa Asam Laksa","Pack","Malaysia",3.5
"1794",1794,"Vit's","Shallot Chicken Instant Noodles","Pack","Malaysia",3
"1795",1795,"Azami","Kimchee Flavour Noodle Soup","Pack","Canada",0
"1796",1796,"Fujiwara","Salty Taste Chanko Noodle","Pack","Japan",4.75
"1797",1797,"Wai Wai","Instant Rice Vermicelli Crab Flavour","Pack","Thailand",3.5
"1798",1798,"iMee","Instant Noodles Vegetable Flavour","Pack","Netherlands",2.75
"1799",1799,"Thai Smile","Spring Onion Rice Noodle Soup Bowl","Bowl","USA",2.5
"1800",1800,"Crystal Noodle","Soup All Natural Hot & Sour","Cup","USA",0.25
"1801",1801,"Baijia","Spicy Artificial Fei Chang Instant Vermicelli (New Recipe)","Pack","China",3.75
"1802",1802,"Nissin","Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package) ","Cup","USA",3.5
"1803",1803,"Mama","Vegetarian Instant Noodles Tom Yum Flavour","Pack","Thailand",4
"1804",1804,"Thai Chef","Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour","Pack","Hungary",4.75
"1805",1805,"Mama","Oriental Style Instant Noodles Tandoori Flavour","Pack","Bangladesh",4
"1806",1806,"Cintan","Mi Segera Mmm... Perisa Goreng Ala Indonesia","Pack","Malaysia",3.5
"1807",1807,"Wai Wai","Tom Yum Goong Flavour Instant Noodle","Cup","Thailand",3.5
"1808",1808,"Mama","Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour","Cup","Thailand",3.5
"1809",1809,"Marutai","Nagahama Hakata Tonkotsu Ramen","Bowl","Japan",4.75
"1810",1810,"MyKuali","Penang White Curry Noodle (New Version)","Pack","Malaysia",5
"1811",1811,"Conimex","Oriental Noodles Oosterse Groenten","Pack","Netherlands",3.5
"1812",1812,"Master Kong","Mushroom Instant Noodle","Bowl","China",4.25
"1813",1813,"Nissin","Soba Fried Noodles Curry","Pack","Germany",4.25
"1814",1814,"Koh Thai","Island Of Flavours Tom Yum Instant Noodles Soup","Pack","Netherlands",3
"1815",1815,"Nakaya Shouten","Hingya no Shio Ramen","Pack","Japan",4
"1816",1816,"Vifon","Asian Style Instant Noodles Artificial Beef Flavor","Bowl","Vietnam",3.25
"1817",1817,"Hao Way","Penang Vegetarian Prawn Instant Bowl Noodles","Bowl","Malaysia",4
"1818",1818,"Sugakiya Foods","Nara Tenri Shoyu Ramen","Bowl","Japan",4.5
"1819",1819,"Yum Yum","Premier Bowl Instant Noodles Suki Flavour","Bowl","Thailand",5
"1820",1820,"Ten-In","Veggie King Buddha Jump Instant Noodles","Bowl","Taiwan",1.5
"1821",1821,"Myojo","Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor","Bowl","USA",3.25
"1822",1822,"Mi Sedaap","Mi Kuah Rasa Baso Spesial","Pack","Indonesia",3.5
"1823",1823,"MyKuali","MeeKuali spicy Fried Noodle","Pack","Malaysia",4
"1824",1824,"Nongshim","Soon Veggie Noodle Soup","Cup","USA",5
"1825",1825,"Sichuan Baijia","Broad Noodle Chilli Oil Flavor","Pack","China",4.5
"1826",1826,"Mama","Instant Noodles Stewed Beef Flavour","Pack","Cambodia",3.5
"1827",1827,"Nongshim","Zha Wang ((Jjawang) Noodles With Chajang Sauce","Pack","South Korea",5
"1828",1828,"Tseng Noodles","Scallion With Sichuan Pepper  Flavor","Pack","Taiwan",5
"1829",1829,"Tseng Noodles","Hu Sesame Flavor","Pack","Taiwan",5
"1830",1830,"Tseng Noodles","Sichuan Pepper Flavor","Pack","Taiwan",4.75
"1831",1831,"Kuriki","Plum Mayo Ramen","Pack","Japan",4
"1832",1832,"Yum Yum","Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour","Pack","Thailand",3.5
"1833",1833,"Vit's","Instant Noodles With Chicken Flavour","Pack","Malaysia",3.75
"1834",1834,"Vit's","Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle","Pack","Malaysia",5
"1835",1835,"Vit's","Taste Of Malaysia Penang Asam Laksa Ramen","Pack","Malaysia",5
"1836",1836,"Vit's","Taste Of Malaysia Penang White Curry Fried Instant Noodle","Pack","Malaysia",5
"1837",1837,"Vit's","Taste Of Malaysia Penang Hokkien Mee Ramen","Pack","Malaysia",5
"1838",1838,"Vit's","Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle","Pack","Malaysia",4.5
"1839",1839,"Vit's","Taste Of Malaysia Penang White Curry Ramen","Pack","Malaysia",5
"1840",1840,"Forest Noodles","Sweet Potato Noodles With Sesame Paste Sauce","Pack","Taiwan",3.25
"1841",1841,"Forest Noodles","Sunbaked Noodles With Spicy Sauce","Pack","Taiwan",4
"1842",1842,"Forest Noodles","Purple Sweet Potato Noodles With Taiwanese Sauce","Pack","Taiwan",5
"1843",1843,"Forest Noodles","Sunbaked Noodles With Sesame Sauce","Pack","Taiwan",4.5
"1844",1844,"Seven & I","Gold Sumire Ramen","Bowl","Japan",5
"1845",1845,"Mama","Oriental Style Instant Noodles Shrimp Flavour","Pack","Bangladesh",3.25
"1846",1846,"Nissin","Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor ","Tray","USA",4.5
"1847",1847,"Conimex","Oriental Noodles Hot & Spicy","Pack","Netherlands",3
"1848",1848,"MyKuali","Penang Red tom Yum Goong Noodle (New Version)","Pack","Malaysia",5
"1849",1849,"Pama","Instant Rice Vermicelli Clear Soup Flavour","Pack","Malaysia",3.5
"1850",1850,"Nissin","Raoh Ramen Noodle Soup Umami Miso Flavor","Pack","USA",4.5
"1851",1851,"Fujiwara","Snow Crab Flavour Shio Ramen","Pack","Japan",3.5
"1852",1852,"Myojo","Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor","Bowl","USA",3.25
"1853",1853,"Bonasia","Instant Noodles Shrimp Flavour","Pack","Hungary",3.5
"1854",1854,"Mama","Chinese Kitchen Chinese Style Instant Noodles","Pack","Myanmar",3.5
"1855",1855,"Daraz","Negi Man Ramen","Pack","Japan",3
"1856",1856,"Indomie","Instant Cup Noodles Mi Goreng Fried Noodles","Cup","Indonesia",5
"1857",1857,"IbuRamen","Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor","Tray","USA",3.25
"1858",1858,"Myojo","Wantan Men","Bowl","Japan",5
"1859",1859,"Mama","Instant Noodles chicken Green Curry Flavour","Pack","Cambodia",5
"1860",1860,"Nissin","Cupo Noodle Pasta Style Vongole","Cup","Japan",2.75
"1861",1861,"Conimex","Oriental Noodles Groene Curry","Cup","Netherlands",0.5
"1862",1862,"Ibumie","Always Mi Goreng Perisa Asli","Pack","Malaysia",3.75
"1863",1863,"Baijia","Broad Noodle Pickled Vegetable Artificial Beef Flavor","Pack","China",0
"1864",1864,"Nissin","Raoh Ramen Noodle Soup Umami Tonkotsu Flavor","Pack","USA",5
"1865",1865,"Mama","Shrimp Tom Yum Flavour Cup Noodles","Cup","Myanmar",3.5
"1866",1866,"MyKuali","Penang Spicy Prawn Soup Noodle","Pack","Malaysia",5
"1867",1867,"Yum Yum","Premier Bowl Instant Noodles Stewed Pork Flavour","Bowl","Thailand",4
"1868",1868,"Marutai","Kuroma-yu Tonkotsu Kumamoto Ramen","Bowl","Japan",4
"1869",1869,"Nissin","Soba Fried Noodles Chili","Pack","Germany",3.5
"1870",1870,"Asia Gold","Instant Noodles With Beef Flavouring","Pack","Hungary",2.75
"1871",1871,"Nissin","Cup Noodles Minced Pork Flavour","Cup","Thailand",3.75
"1872",1872,"Itsuki","Hakata Ossyoi","Pack","Japan",5
"1873",1873,"Vedan","Wei Wei A Instant Noodles Chicken Flavor","Bowl","Taiwan",0
"1874",1874,"Ibumie","Always Mi Goreng Perisa Thai Tom Yam","Pack","Malaysia",2.5
"1875",1875,"Sapporo Ichiban","Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth","Pack","USA",5
"1876",1876,"Myojo","Chicken Flavour","Pack","Singapore",3.75
"1877",1877,"Myojo","La Ramen Spicy Mushroom Flavour","Pack","Singapore",4.5
"1878",1878,"Myojo","Extra Spicy Singapore Curry Big Bowl","Bowl","Singapore",5
"1879",1879,"Myojo","Chicken Tanmen Flavour","Pack","Singapore",3.5
"1880",1880,"Myojo","Thai Tom Yam Flavour","Bowl","Singapore",3.75
"1881",1881,"Myojo","Chicken Abalone Flavour","Pack","Singapore",3.5
"1882",1882,"Myojo","La Ramen Spicy Lobster Hot Pot Flavour Big Bowl","Bowl","Singapore",4.75
"1883",1883,"Myojo","Mee Goreng","Pack","Singapore",4
"1884",1884,"Myojo","La Ramen Spicy Mushroom Flavour Big Bowl","Bowl","Singapore",4.5
"1885",1885,"Myojo","Ramen Char Mee 100","Pack","Singapore",3
"1886",1886,"Myojo","Chicken Abalone Flavour","Bowl","Singapore",3.75
"1887",1887,"Myojo","Mee Poh Dry","Pack","Singapore",4.25
"1888",1888,"Nissin","Cup Noodles Kyushu White Flavour","Cup","Singapore",3.5
"1889",1889,"MAMA","Rangers Snack Noodles Sour Cream Flavour","Pack","Myanmar",2.75
"1890",1890,"Kuriki","Beef Tongue Shio Mayo Ramen","Pack","Japan",4.5
"1891",1891,"Nissin","Cup Noodles Homestyle Chicken","Cup","USA",3.5
"1892",1892,"Ottogi","Cheese Ramen","Pack","South Korea",4
"1893",1893,"Nissin","Cup Noodle Sio","Cup","Japan",5
"1894",1894,"MAMA","Rangers Snack Noodles BBQ Flavour","Pack","Myanmar",2.75
"1895",1895,"Maruchan","Seimen Houjyun Koku Shoyu","Bowl","Japan",5
"1896",1896,"Asia Gold","Instant Noodles Duck Flavour","Pack","Hungary",3.5
"1897",1897,"Nissin","Cup Noodle Massaman Curry","Cup","Japan",3.5
"1898",1898,"Master Kong","Spicy Fish Noodle","Bowl","China",3
"1899",1899,"Koh Thai","Island Of Flavours Thai Royal Shrimp Instant Noodles","Pack","Netherlands",1.5
"1900",1900,"Ibumie","Always Mi Goreng Perisa Kari Kapitan","Pack","Malaysia",5
